No,ID,Bus_Stop_Name_MM,Bus_Stop_Name_EN,Township_MM,Township_EN,Road_MM,Road_EN,Latitude,Longitude,Google_Maps_URL,Source
113,113,ကြက်ဖြူကန်,Kyat Phyu Kan,ထောက်ကြန့်,Htaukkyant,ရန်ကုန်-ပြည်လမ်းမကြီး,Yangon-Pyay Main Road,17.086369,96.100841,"https://www.google.com/maps?q=17.086369,96.100841",YBS / YRTA Official
114,114,စမ်းချောင်းပေါက်,San Chaung Pauk,ထောက်ကြန့်,Htaukkyant,ရန်ကုန်-ပြည်လမ်းမကြီး,Yangon-Pyay Main Road,17.095839,96.092856,"https://www.google.com/maps?q=17.095839,96.092856",YBS / YRTA Official
115,115,ထောက်ကြန့်လမ်းဆုံ,Htauk Kyant Lan Sone,ထောက်ကြန့်,Htaukkyant,အမှတ်(၂)လမ်းမ,No. 2 Main Road,17.042732,96.131957,"https://www.google.com/maps?q=17.042732,96.131957",YBS / YRTA Official
116,116,ဗိုလ်သင်တန်း,Bo Thin Tan,ထောက်ကြန့်,Htaukkyant,ရန်ကုန်-ပြည်လမ်းမကြီး,Yangon-Pyay Main Road,17.10556,96.078222,"https://www.google.com/maps?q=17.105560,96.078222",YBS / YRTA Official
117,117,မီးစက်,Mee Sat,ထောက်ကြန့်,Htaukkyant,ရန်ကုန်-ပြည်လမ်းမကြီး,Yangon-Pyay Main Road,17.076985,96.107278,"https://www.google.com/maps?q=17.076985,96.107278",YBS / YRTA Official
118,118,မော်တော်ယာဉ်,Maw Taw Yin,ထောက်ကြန့်,Htaukkyant,ရန်ကုန်-ပြည်လမ်းမကြီး,Yangon-Pyay Main Road,17.108103,96.074531,"https://www.google.com/maps?q=17.108103,96.074531",YBS / YRTA Official
119,119,ရဲဘော်ဈေး,Ye Baw Zay,ထောက်ကြန့်,Htaukkyant,ရန်ကုန်-ပြည်လမ်းမကြီး,Yangon-Pyay Main Road,17.094034,96.095166,"https://www.google.com/maps?q=17.094034,96.095166",YBS / YRTA Official
120,120,လေတပ်,Lay Tat,ထောက်ကြန့်,Htaukkyant,ရန်ကုန်-ပြည်လမ်းမကြီး,Yangon-Pyay Main Road,17.109047,96.073097,"https://www.google.com/maps?q=17.109047,96.073097",YBS / YRTA Official
121,121,ကျောက်တိုင်,Kyauk Taing,ဒဂုံ,Dagon,ZOOLOGICAL Garden Road,ZOOLOGICAL Garden Road,16.788753,96.157194,"https://www.google.com/maps?q=16.788753,96.157194",YBS / YRTA Official
122,122,စိန်ဂျွန်း,Sein Gyun,ဒဂုံ,Dagon,ပြည်လမ်း,Pyay Road,16.781942,96.143846,"https://www.google.com/maps?q=16.781942,96.143846",YBS / YRTA Official
123,123,တောင်ဘက်မုခ်,Taung Phat Moke (Shwedagon South Gate),ဒဂုံ,Dagon,Shwedagon Pagoda Road,Shwedagon Pagoda Road,16.793821,96.151069,"https://www.google.com/maps?q=16.793821,96.151069",YBS / YRTA Official
124,124,ပဲခူးကလပ်,Bago Kalat,ဒဂုံ,Dagon,ပြည်လမ်း,Pyay Road,16.786334,96.142429,"https://www.google.com/maps?q=16.786334,96.142429",YBS / YRTA Official
125,125,မြောက်ဘက်မုခ်,Myauk Phat Moke (Shwedagon North Gate),ဒဂုံ,Dagon,အာဇာနည်လမ်း,RZarNi Road,16.800997,96.14897,"https://www.google.com/maps?q=16.800997,96.148970",YBS / YRTA Official
126,126,လေဟာပြင်စျေး,Lay Har Pyin Zay,ဒဂုံ,Dagon,Shwedagon Pagoda Road,Shwedagon Pagoda Road,16.77819,96.153137,"https://www.google.com/maps?q=16.778190,96.153137",YBS / YRTA Official
127,127,ဟယ်(လ်)ပင်,Halpin,ဒဂုံ,Dagon,ပြည်လမ်း,Pyay Road,16.79028,96.141303,"https://www.google.com/maps?q=16.790280,96.141303",YBS / YRTA Official
128,128,အရှေ့ဘက်မုခ်,Ashae Phat Moke (Shwedagon East Gate),ဒဂုံ,Dagon,အာဇာနည်လမ်း,RZarNi Road,16.798262,96.151938,"https://www.google.com/maps?q=16.798262,96.151938",YBS / YRTA Official
129,129,(၁၁) လမ်း,Sae-Tit Lan (11 Lan),ဒဂုံဆိပ်ကမ်း,Dagon Seikkan,ကျွန်းရွှေဝါလမ်း,Kyun Shwe Wah Road,16.823557,96.267862,"https://www.google.com/maps?q=16.823557,96.267862",YBS / YRTA Official
130,130,(၈၉) ကွေ့,Shit-sae-koe Kwae (89 Kwae),ဒဂုံဆိပ်ကမ်း,Dagon Seikkan,Kun At Min Thar Road,Kun At Min Thar Road,16.842434,96.279679,"https://www.google.com/maps?q=16.842434,96.279679",YBS / YRTA Official
131,131,ကနောင်ကွေ့,Kanaung Kwae,ဒဂုံဆိပ်ကမ်း,Dagon Seikkan,Kanaung Minthargyi Road,Kanaung Minthargyi Road,16.832329,96.276597,"https://www.google.com/maps?q=16.832329,96.276597",YBS / YRTA Official
132,132,ပိတောက်ကွေ့,Padauk Kwae,ဒဂုံဆိပ်ကမ်း,Dagon Seikkan,ကျွန်းရွှေဝါလမ်း,Kyun Shwe Wah Road,16.827115,96.269269,"https://www.google.com/maps?q=16.827115,96.269269",YBS / YRTA Official
133,133,မုခ်ဦး (ယုဇနဥယျာဉ်),Moke Oo Yuzana Garden,ဒဂုံဆိပ်ကမ်း,Dagon Seikkan,Bago River Road,Bago River Road,16.832075,96.270439,"https://www.google.com/maps?q=16.832075,96.270439",YBS / YRTA Official
134,134,မြနန္ဒာ,Mya Nandar,ဒဂုံဆိပ်ကမ်း,Dagon Seikkan,Bago River Road,Bago River Road,16.835173,96.254615,"https://www.google.com/maps?q=16.835173,96.254615",YBS / YRTA Official
135,135,ရတနာလမ်း,Yadanar Lan,ဒဂုံဆိပ်ကမ်း,Dagon Seikkan,Bago River Road,Bago River Road,16.836588,96.249945,"https://www.google.com/maps?q=16.836588,96.249945",YBS / YRTA Official
136,136,ရွှေလီလမ်း,Shwe Li Road,ဒဂုံဆိပ်ကမ်း,Dagon Seikkan,Shwe Li Road,Shwe Li Road,16.827104,96.245743,"https://www.google.com/maps?q=16.827104,96.245743",YBS / YRTA Official
137,137,(၃) ဂိတ်ဟောင်း,Thone Gate Haung (3 Gate),ဒေါပုံ,Dawbon,မြင်တော်သာလမ်း,Myintawthar Road,16.777583,96.195345,"https://www.google.com/maps?q=16.777583,96.195345",YBS / YRTA Official
138,138,ဓမ္မာရုံ,Dhamar Yon,ဒေါပုံ,Dawbon,ယမုံနာလမ်း,Yamonar Road,16.776521,96.197328,"https://www.google.com/maps?q=16.776521,96.197328",YBS / YRTA Official
139,139,မာန်ပြေ,Man Pyae,ဒေါပုံ,Dawbon,ယမုံနာလမ်း,Yamonar Road,16.778397,96.19404,"https://www.google.com/maps?q=16.778397,96.194040",YBS / YRTA Official
140,140,ရန်ပြေ,Yan Pyay,ဒေါပုံ,Dawbon,ယမုံနာလမ်း,Yamonar Road,16.77991,96.191028,"https://www.google.com/maps?q=16.779910,96.191028",YBS / YRTA Official
141,141,ဝါဆို,Warso,ဒေါပုံ,Dawbon,ယမုံနာလမ်း,Yamonar Road,16.782555,96.182733,"https://www.google.com/maps?q=16.782555,96.182733",YBS / YRTA Official
142,142,သင်္ဘောကျင်း,Thinbaw Kyin,ဒေါပုံ,Dawbon,ယမုံနာလမ်း,Yamonar Road,16.781965,96.187147,"https://www.google.com/maps?q=16.781965,96.187147",YBS / YRTA Official
143,143,(၆) လမ်း,Chauk Lan (6 Lan),ပုဇွန်တောင်,Pazundaung,အထက်ပုဇွန်တောင်လမ်း,Upper Pazundaung Road,16.803755,96.185249,"https://www.google.com/maps?q=16.803755,96.185249",YBS / YRTA Official
144,144,ဂန္ဓီ,Gandee,ပုဇွန်တောင်,Pazundaung,မဟာဗန္ဓုလလမ်း,Mahabandoola Road,16.77384,96.174372,"https://www.google.com/maps?q=16.773840,96.174372",YBS / YRTA Official
145,145,ညောင်တန်း,Nyaung Tan,ပုဇွန်တောင်,Pazundaung,အောက်ပုဇွန်တောင်လမ်း,Lower Pazundaung Road,16.778142,96.175494,"https://www.google.com/maps?q=16.778142,96.175494",YBS / YRTA Official
146,146,ပုဇွန်တောင်ဈေး,Pazundaung Zay,ပုဇွန်တောင်,Pazundaung,အထက်ပုဇွန်တောင်လမ်း,Upper Pazundaung Road,16.780225,96.174547,"https://www.google.com/maps?q=16.780225,96.174547",YBS / YRTA Official
147,147,ဗိုလ်တထောင်ဈေး,Botahtaung Zay,ပုဇွန်တောင်,Pazundaung,ကမ်းနားလမ်း,Strand Road,16.769349,96.174957,"https://www.google.com/maps?q=16.769349,96.174957",YBS / YRTA Official
148,148,ဘီအိုစီ,B.O.C,ပုဇွန်တောင်,Pazundaung,Than Lyet Soon Road,Than Lyet Soon Road,16.76858,96.186345,"https://www.google.com/maps?q=16.768580,96.186345",YBS / YRTA Official
149,149,လင်းစဒေါင်း,Lin Sadaung,ပုဇွန်တောင်,Pazundaung,ကမ်းနားလမ်း,Strand Road,16.768981,96.180341,"https://www.google.com/maps?q=16.768981,96.180341",YBS / YRTA Official
150,150,သီတာဆိပ်,Thida Seik,ပုဇွန်တောင်,Pazundaung,အောက်ပုဇွန်တောင်လမ်း,Lower Pazundaung Road,16.774333,96.180194,"https://www.google.com/maps?q=16.774333,96.180194",YBS / YRTA Official
151,151,ကုန်ဈေးတန်း,Kone Zay Tan,ပန်းဘဲတန်း,Pabedan,အနော်ရထာလမ်း,Anawrahta Road,16.777052,96.155092,"https://www.google.com/maps?q=16.777052,96.155092",YBS / YRTA Official
152,152,ဗိုလ်ချုပ်ဈေး,Bogyoke Zay,ပန်းဘဲတန်း,Pabedan,ဗိုလ်ချုပ်အောင်ဆန်းလမ်း,Bogyoke Aung San Road,16.779395,96.154447,"https://www.google.com/maps?q=16.779395,96.154447",YBS / YRTA Official
153,153,ရုပ်ရှင်ရုံ,Yoke Shin Yon,ပန်းဘဲတန်း,Pabedan,ဆူးလေးဘုရားလမ်း,Sule Pagoda Road,16.777455,96.158736,"https://www.google.com/maps?q=16.777455,96.158736",YBS / YRTA Official
154,154,လမ်း (၃၀),Lan Thone Sae (30 Lan),ပန်းဘဲတန်း,Pabedan,အနော်ရထာလမ်း,Anawrahta Road,16.776964,96.157234,"https://www.google.com/maps?q=16.776964,96.157234",YBS / YRTA Official
155,155,သိမ်ကြီးဈေး,Theingyi Zay,ပန်းဘဲတန်း,Pabedan,မဟာဗန္ဓုလလမ်း,Mahabandoola Road,16.774497,96.153833,"https://www.google.com/maps?q=16.774497,96.153833",YBS / YRTA Official
156,156,(၂) ဂိတ်,Hnit Gate (2 Gate),ဖောင်ကြီး,Hpaunggyi,Hlegu-Phaung Gyi Road,Hlegu-Phaung Gyi Road,17.339783,96.197698,"https://www.google.com/maps?q=17.339783,96.197698",YBS / YRTA Official
157,157,စံပြ,San Pya,ဖောင်ကြီး,Hpaunggyi,Hlegu-Phaung Gyi Road,Hlegu-Phaung Gyi Road,17.335318,96.196239,"https://www.google.com/maps?q=17.335318,96.196239",YBS / YRTA Official
158,158,ဆေးရုံကုန်း,Say Yone Kone,ဖောင်ကြီး,Hpaunggyi,Hlegu-Phaung Gyi Road,Hlegu-Phaung Gyi Road,17.327288,96.185811,"https://www.google.com/maps?q=17.327288,96.185811",YBS / YRTA Official
159,159,ဖောင်ကြီးတာဆုံ,Phaung Gyi Tar Sone,ဖောင်ကြီး,Hpaunggyi,Hlegu-Phaung Gyi Road,Hlegu-Phaung Gyi Road,17.322331,96.179502,"https://www.google.com/maps?q=17.322331,96.179502",YBS / YRTA Official
160,160,ဗဟိုဝန်ထမ်းတက္ကသိုလ်,Baho Wun Htan Takke Tho,ဖောင်ကြီး,Hpaunggyi,Hlegu-Phaung Gyi Road,Hlegu-Phaung Gyi Road,17.331549,96.187184,"https://www.google.com/maps?q=17.331549,96.187184",YBS / YRTA Official
161,161,သမဝါယမကောလိပ်,Thama War Ya Ma College,ဖောင်ကြီး,Hpaunggyi,Hlegu-Phaung Gyi Road,Hlegu-Phaung Gyi Road,17.345723,96.200917,"https://www.google.com/maps?q=17.345723,96.200917",YBS / YRTA Official
162,162,(၅) ထပ်ကြီး,Ngar Htat Kyee (5 Htat Kyee),ဗဟန်း,Bahan,East Shwe Gon Daing Road,East Shwe Gon Daing Road,16.810501,96.16332,"https://www.google.com/maps?q=16.810501,96.163320",YBS / YRTA Official
163,163,(၆) ထပ်ကြီး,Chauk Htat Kyee (6 Htat Kyee),ဗဟန်း,Bahan,East Shwe Gon Daing Road,East Shwe Gon Daing Road,16.811207,96.165464,"https://www.google.com/maps?q=16.811207,96.165464",YBS / YRTA Official
164,164,ကုက္ကိုင်း,Koke Kine,ဗဟန်း,Bahan,တက္ကသိုလ်ရိပ်သာလမ်း,University Avenue Road,16.823559,96.153043,"https://www.google.com/maps?q=16.823559,96.153043",YBS / YRTA Official
165,165,ကုက္ကိုင်း / ကျောင်းရှေ့,Kokkaing/ Kyaung Shae,ဗဟန်း,Bahan,ကမ္ဘာအေးဘုရားလမ်း,Kabar Aye Pagoda Road,16.820664,96.155299,"https://www.google.com/maps?q=16.820664,96.155299",YBS / YRTA Official
166,166,စက်မှု(၁)/မြန်မာပလာဇာ,Set Hmu Tit/Myanmar Plaza,ဗဟန်း,Bahan,ကမ္ဘာအေးဘုရားလမ်း,Kabar Aye Pagoda Road,16.826941,96.154453,"https://www.google.com/maps?q=16.826941,96.154453",YBS / YRTA Official
167,167,နတ်မောက်ကျောင်းရှေ့,Nat Mauk Kyaung Shae,ဗဟန်း,Bahan,နတ်မောက်လမ်း,Nat Mauk Road,16.800321,96.166352,"https://www.google.com/maps?q=16.800321,96.166352",YBS / YRTA Official
168,168,နှင်းဆီကုန်းရိပ်သာ,Hnin Si Kone Yate Thar,ဗဟန်း,Bahan,ကမ္ဘာအေးဘုရားလမ်း,Kabar Aye Pagoda Road,16.810351,96.155935,"https://www.google.com/maps?q=16.810351,96.155935",YBS / YRTA Official
169,169,ဖိုးစိန်လမ်း,Phoe Sein Lan,ဗဟန်း,Bahan,နတ်မောက်လမ်း,Nat Mauk Road,16.800151,96.167644,"https://www.google.com/maps?q=16.800151,96.167644",YBS / YRTA Official
170,170,ဗဟန်းသုံးလမ်း,Bahan Thone Lan,ဗဟန်း,Bahan,Bahan Road,Bahan Road,16.79706,96.157028,"https://www.google.com/maps?q=16.797060,96.157028",YBS / YRTA Official
171,171,ရွှေဂုံတိုင်,Shwe Gon Daing,ဗဟန်း,Bahan,West Shwe Gon Daing Road,West Shwe Gon Daing Road,16.805331,96.154423,"https://www.google.com/maps?q=16.805331,96.154423",YBS / YRTA Official
172,172,ဝိဇယပလာဇာ,Wizaya Plaza,ဗဟန်း,Bahan,ဓမ္မစေတီလမ်း,Dhamazedi Road,16.8052,96.143334,"https://www.google.com/maps?q=16.805200,96.143334",YBS / YRTA Official
173,173,သံလွင်,Thanlwin,ဗဟန်း,Bahan,တက္ကသိုလ်ရိပ်သာလမ်း,University Avenue Road,16.824228,96.145139,"https://www.google.com/maps?q=16.824228,96.145139",YBS / YRTA Official
174,174,အထက (၁) ဗဟန်း,Ah Hta Ka Tit Bahan (No. 1 High School),ဗဟန်း,Bahan,ဓမ္မစေတီလမ်း,Dhamazedi Road,16.807292,96.151492,"https://www.google.com/maps?q=16.807292,96.151492",YBS / YRTA Official
175,175,(၅၀) ကွေ့,Ngar-sae Kwae (50 Kwae),ဗိုလ်တထောင်,Botahtaung,Botahtaung Pagoda Road,Botahtaung Pagoda Road,16.774432,96.172566,"https://www.google.com/maps?q=16.774432,96.172566",YBS / YRTA Official
176,176,ကြယ်ငါးပွင့်,Kyel Ngar Pwint,ဗိုလ်တထောင်,Botahtaung,သိမ်ဖြူလမ်း,Thein Phyu Road,16.772389,96.166984,"https://www.google.com/maps?q=16.772389,96.166984",YBS / YRTA Official
177,177,စိန်ပေါ(လ်),Sein Paul,ဗိုလ်တထောင်,Botahtaung,သိမ်ဖြူလမ်း,Thein Phyu Road,16.777445,96.167201,"https://www.google.com/maps?q=16.777445,96.167201",YBS / YRTA Official
178,178,အိုးရှင်း,Ocean (Botahtaung),ဗိုလ်တထောင်,Botahtaung,မဟာဗန္ဓုလလမ်း,Mahabandoola Road,16.773717,96.177385,"https://www.google.com/maps?q=16.773717,96.177385",YBS / YRTA Official
179,179,(၆) မိုင်ခွဲ,Chauk Mile Khawe (6 Mile),မရမ်းကုန်း,Mayangone,ပြည်လမ်း,Pyay Road,16.844326,96.135839,"https://www.google.com/maps?q=16.844326,96.135839",YBS / YRTA Official
180,180,(၇) မိုင်,Khun-hnat Mile (7 Mile),မရမ်းကုန်း,Mayangone,ပြည်လမ်း,Pyay Road,16.856031,96.141375,"https://www.google.com/maps?q=16.856031,96.141375",YBS / YRTA Official
181,181,(၈) မိုင်,Shit Mile (8 Mile),မရမ်းကုန်း,Mayangone,ပြည်လမ်း,Pyay Road,16.867475,96.141751,"https://www.google.com/maps?q=16.867475,96.141751",YBS / YRTA Official
182,182,(၉) မိုင်,Koe Mile (9 Mile),မရမ်းကုန်း,Mayangone,ပြည်လမ်း,Pyay Road,16.880519,96.13626,"https://www.google.com/maps?q=16.880519,96.136260",YBS / YRTA Official
